time,vsched,vroll
525,5.196000051,5.466689687
525.1,5.494000149,5.841348013
525.2,5.79400022,6.273980874
525.3,6.094000292,6.713405128
525.4,6.394000006,7.093608458
525.5,6.694000077,7.405046185
525.6,6.994000149,7.727479356
525.7,7.29400022,8.071511744
525.8,7.594000292,8.424771568
525.9,7.894000006,8.749831737
526,8.194000077,9.063927576
526.1,8.670400238,9.394957362
526.2,9.150400352,9.874810905
526.3,9.630400467,10.15460569
526.4,10.11040001,10.44550696
526.5,10.59040012,10.76038553
526.6,11.07040024,11.10546786
526.7,11.55040035,11.46256264
526.8,12.03040047,11.82479672
526.9,12.51040001,12.19069249
527,12.99040012,12.5740487
527.1,13.56840029,12.96004168
527.2,14.14840043,13.34226803
527.3,14.72840056,13.73562099
527.4,15.30840001,14.13041861
527.5,15.88840015,14.50435888
527.6,16.46840029,14.67769925
527.7,17.04840043,15.05366985
527.8,17.62840056,15.52975921
527.9,18.20840001,16.05648142
528,18.78840015,16.4826932
528.1,19.22140021,16.97341469
528.2,19.65140032,17.52572481
528.3,20.08140042,18.14696159
528.4,20.51140001,18.80772657
528.5,20.94140011,19.46801326
528.6,21.37140021,20.07640301
528.7,21.80140032,20.62800178
528.8,22.23140042,21.39971197
528.9,22.66140001,21.86652692
529,23.09140011,22.29778893
529.1,23.23720007,22.69223881
529.2,23.3772001,23.04452739
529.3,23.51720014,23.34988386
529.4,23.6572,23.60763956
529.5,23.79720004,23.82687979
529.6,23.93720007,24.01558926
529.7,24.0772001,24.16990494
529.8,24.21720014,24.28237656
529.9,24.3572,24.35974183
530,24.49720004,24.40449231
530.1,24.5,24.41016604
530.2,24.5,24.41085665
530.3,24.5,24.41675976
530.4,24.5,24.42122066
530.5,24.5,24.41319691
530.6,24.5,24.39882834
530.7,24.5,24.37618223
530.8,24.5,24.34857984
530.9,24.5,24.31560632
531,24.5,24.28108076
531.1,24.48039999,24.2453082
531.2,24.46039999,24.20807389
531.3,24.44039998,24.16994643
531.4,24.4204,24.10661784
531.5,24.40039999,24.04970973
531.6,24.38039999,24.00041051
531.7,24.36039999,23.95046705
531.8,24.34039998,23.89626036
531.9,24.3204,23.84474777
532,24.30039999,23.79394532
532.1,24.23139997,23.74403846
532.2,24.16139995,23.69692088
532.3,24.09139993,23.6496032
532.4,24.0214,23.60639256
532.5,23.95139998,23.56023891
532.6,23.88139997,23.51201099
532.7,23.81139995,23.47984277
532.8,23.74139993,23.40496906
532.9,23.6714,23.32471202
533,23.60139998,23.24071886
533.1,23.47259994,23.13971183
533.2,23.3425999,22.90529285
533.3,23.21259987,22.69056964
533.4,23.0826,22.48609331
533.5,22.95259997,22.28337888
533.6,22.82259994,22.07533725
533.7,22.6925999,21.87944106
533.8,22.56259987,21.69491185
533.9,22.4326,21.52605434
534,22.30259997,21.27901893
534.1,22.08439989,21.1176483
534.2,21.86439984,20.95792732
534.3,21.64439979,20.7932037
534.4,21.4244,20.62760645
534.5,21.20439994,20.45540937
534.6,20.98439989,20.27298859
534.7,20.76439984,20.08615206
534.8,20.54439979,19.89654578
534.9,20.3244,19.70535574
535,20.10439994,19.51851799
535.1,19.94319992,19.32601628
535.2,19.78319988,19.13198205
535.3,19.62319984,19.03461719
535.4,19.4632,18.84191293
535.5,19.30319996,18.6529814
535.6,19.14319992,18.46707707
535.7,18.98319988,18.30678506
535.8,18.82319984,18.15317951
535.9,18.6632,18.00745861
536,18.50319996,17.86081893
536.1,18.37259994,17.71429273
536.2,18.2425999,17.57161857
536.3,18.11259987,17.42672371
536.4,17.9826,17.288181
536.5,17.85259997,17.14554344
536.6,17.72259994,16.93517497
536.7,17.5925999,16.7968165
536.8,17.46259987,16.66618894
536.9,17.3326,16.53180208
537,17.20259997,16.40521812
537.1,17.11179996,16.28007761
537.2,17.02179993,16.16083168
537.3,16.93179991,16.04743518
537.4,16.8418,15.93102001
537.5,16.75179998,15.81631184
537.6,16.66179996,15.70809734
537.7,16.57179993,15.60125918
537.8,16.48179991,15.49940781
537.9,16.3918,15.44896042
538,16.30179998,15.34386831
538.1,16.21179996,15.24262701
538.2,16.12179993,15.13970189
538.3,16.03179991,15.04103025
538.4,15.9418,14.94637535
538.5,15.85179998,14.84773055
538.6,15.76179996,14.75160903
538.7,15.67179993,14.65677477
538.8,15.58179991,14.56723112
538.9,15.4918,14.48142237
539,15.40179998,14.39499255
539.1,15.33139997,14.30465824
539.2,15.26139995,14.17469445
539.3,15.19139993,14.08757768
539.4,15.1214,14.00530982
539.5,15.05139998,13.92877548
539.6,14.98139997,13.84780831
539.7,14.91139995,13.77446102
539.8,14.84139993,13.69957877
539.9,14.7714,13.62555673
540,14.70139998,13.55879951
540.1,14.66079998,13.48678707
540.2,14.62079997,13.4162376
540.3,14.58079996,13.34830414
540.4,14.5408,13.27817562
540.5,14.50079999,13.24715802
540.6,14.46079998,13.18628439
540.7,14.42079997,13.12586466
540.8,14.38079996,13.06591103
540.9,14.3408,13.00601597
541,14.30079999,12.94759242
541.1,14.24119997,12.88978382
541.2,14.18119996,12.83197279
541.3,14.12119994,12.78005389
541.4,14.0612,12.72435617
541.5,14.00119998,12.66585453
541.6,13.94119997,12.61321818
541.7,13.88119996,12.53095154
541.8,13.82119994,12.48421343
541.9,13.7612,12.44146279
542,13.70119998,12.39402309
542.1,13.66079998,12.35061723
542.2,13.62079997,12.30379859
542.3,13.58079996,12.26045618
542.4,13.5408,12.22045333
542.5,13.50079999,12.18122407
542.6,13.46079998,12.14961957
542.7,13.42079997,12.11901681
542.8,13.38079996,12.12861457
542.9,13.3408,12.15009299
543,13.30079999,12.17995511
543.1,13.28039999,12.19123058
543.2,13.26039999,12.21686973
543.3,13.24039998,12.2330661
543.4,13.2204,12.23177273
543.5,13.20039999,12.23168488
543.6,13.18039999,12.24236369
543.7,13.16039999,12.26159336
543.8,13.14039998,12.28692504
543.9,13.1204,12.31133428
544,13.10039999,12.33196225
544.1,13.1,12.35234741
544.2,13.1,12.37420531
544.3,13.1,12.41274152
544.4,13.1,12.4404037
544.5,13.1,12.46656996
544.6,13.1,12.49609776
544.7,13.1,12.52220424
544.8,13.1,12.55012021
544.9,13.1,12.58154535
545,13.1,12.6096358
545.1,13.11960001,12.63965654
545.2,13.13960001,12.67335117
545.3,13.15960002,12.69966019
545.4,13.1796,12.72640847
545.5,13.19960001,12.75430492
545.6,13.21960001,12.76750092
545.7,13.23960001,12.79449567
545.8,13.25960002,12.82534246
545.9,13.2796,12.85428214
546,13.29960001,12.88541688
546.1,13.34900002,12.92352848
546.2,13.39900004,12.96706124
546.3,13.44900005,13.01680093
546.4,13.499,13.06732519
546.5,13.54900001,13.12172711
546.6,13.59900002,13.17629862
546.7,13.64900004,13.22912776
546.8,13.69900005,13.28837492
546.9,13.749,13.38233066
547,13.79900001,13.454858
547.1,13.86860003,13.53556284
547.2,13.93860005,13.6185872
547.3,14.00860007,13.71600452
547.4,14.0786,13.82118327
547.5,14.14860002,13.94064517
547.6,14.21860003,14.07650354
547.7,14.28860005,14.21677522
547.8,14.35860007,14.36644454
547.9,14.4286,14.52640101
548,14.49860002,14.69588324
548.1,14.6960001,14.8706695
548.2,14.89600015,14.95863793
548.3,15.09600019,15.13798635
548.4,15.296,15.31610852
548.5,15.49600005,15.49789847
548.6,15.6960001,15.69009637
548.7,15.89600015,15.89139785
548.8,16.09600019,16.10028871
548.9,16.296,16.31627112
549,16.49600005,16.55560978
549.1,16.54900002,16.80771616
549.2,16.59900004,17.069197
549.3,16.64900005,17.33156002
549.4,16.699,17.58558814
549.5,16.74900001,17.93339387
549.6,16.79900002,18.06407145
549.7,16.84900004,18.0980821
549.8,16.89900005,18.10327997
549.9,16.949,18.08641496
550,16.99900001,18.05282404
550.1,17,18.01662199
550.2,17,17.94845304
550.3,17,17.9005021
550.4,17,17.84117075
550.5,17,17.79061233
550.6,17,17.73367492
550.7,17,17.67013647
550.8,17,17.64101621
550.9,17,17.57288265
551,17,17.50827778
551.1,17,17.44292984
551.2,17,17.36993639
551.3,17,17.2970125
551.4,17,17.22370791
551.5,17,17.15342199
551.6,17,17.08915633
551.7,17,17.03490327
551.8,17,16.99471252
551.9,17,16.96067137
552,17,16.92996002
552.1,16.84319992,16.88246419
552.2,16.68319988,16.82558536
552.3,16.52319984,16.74637643
552.4,16.3632,16.64634919
552.5,16.20319996,16.50922674
552.6,16.04319992,16.38808346
552.7,15.88319988,16.27123147
552.8,15.72319984,16.14586767
552.9,15.5632,16.02913648
553,15.40319996,15.89971566
553.1,14.88059974,15.70907347
553.2,14.35059961,15.48531255
553.3,13.82059948,15.19609999
553.4,13.29059999,15.03113477
553.5,12.76059986,14.65846469
553.6,12.23059974,14.20733486
553.7,11.70059961,13.70090996
553.8,11.17059948,13.20798732
553.9,10.64059999,12.72805813
554,10.11059986,12.26982576
554.1,9.580599737,11.83750343
554.2,9.050599611,11.39601284
554.3,8.520599484,10.94802614
554.4,7.99059999,10.51884327
554.5,7.460599864,10.05798086
554.6,6.930599737,9.579215695
554.7,6.400599611,8.887509361
554.8,5.870599484,8.457675539
554.9,5.34059999,8.024827321
555,4.810599864,7.598901662
555.1,4.329599762,7.18337174
555.2,3.849599648,6.772505868
555.3,3.369599533,6.366610915
555.4,2.889599991,5.961591425
555.5,2.409599876,5.518652508
555.6,1.929599762,5.083800182
555.7,1.449599648,4.669322645
555.8,0.969599533,4.231913175
555.9,0.489599991,3.771416201
556,0.009599876,3.522849804
556.1,0,3.051882663
556.2,0,2.680309199
556.3,0,2.405753154
556.4,0,2.20282337
556.5,0,2.023867076
556.6,0,1.821594346
556.7,0,1.612521835
556.8,0,1.430152914
556.9,0,1.249206545
557,0,1.076927102
557.1,0,0.848723369
557.2,0,0.565521788
557.3,0,0.390360068
557.4,0,0.295142474
557.5,0,0.204441635
557.6,0,0.145339875
557.7,0,0.088374849
557.8,0,0.05716957
557.9,0,0.028248012
558,0,0.018457954
558.1,0,0.017360504
558.2,0,0.017360504
558.3,0,0.016569967
558.4,0,0.012806693
558.5,0,0
558.6,0,0
558.7,0,0
558.8,0,0
558.9,0,0
559,0,0
559.1,0,0
559.2,0,0
559.3,0,0
559.4,0,0
559.5,0,0
559.6,0,0
559.7,0,0
559.8,0,0
559.9,0,0
560,0,0
560.1,0,0
560.2,0,0
560.3,0,0
560.4,0,0
560.5,0,0
560.6,0,0
560.7,0,0
560.8,0,0
560.9,0,0
561,0,0
561.1,0,0
561.2,0,0
561.3,0,0
561.4,0,0
561.5,0,0
561.6,0,0
561.7,0,0
561.8,0,0
561.9,0,0
562,0,0
562.1,0,0
562.2,0,0
562.3,0,0
562.4,0,0
562.5,0,0
562.6,0,0
562.7,0,0
562.8,0,0
562.9,0,0
563,0,0
563.1,0,0
563.2,0,0
563.3,0,0
563.4,0,0
563.5,0,0
563.6,0,0
563.7,0,0
563.8,0,0
563.9,0,0
564,0,0
564.1,0,0
564.2,0,0
564.3,0,0
564.4,0,0
564.5,0,0
564.6,0,0
564.7,0,0
564.8,0,0
564.9,0,0
565,0,0
565.1,0,0
565.2,0,0
565.3,0,0
565.4,0,0
565.5,0,0
565.6,0,0
565.7,0,0
565.8,0,0
565.9,0,0
566,0,0
566.1,0,0
566.2,0,0
566.3,0,0
566.4,0,0
566.5,0,0
566.6,0,0
566.7,0,0
566.8,0,0
566.9,0,0
567,0,0
567.1,0,0
567.2,0,0
567.3,0,0
567.4,0,0
567.5,0,0
567.6,0,0
567.7,0,0
567.8,0,0
567.9,0,0
568,0,0
568.1,0,0
568.2,0,0
568.3,0,0
568.4,0,0
568.5,0,0
568.6,0,0
568.7,0,0
568.8,0,0
568.9,0,0
569,0,0
569.1,0,0
569.2,0,0
569.3,0,0
569.4,0,0
569.5,0,0
569.6,0,0
569.7,0,0
569.8,0,0
569.9,0,0
570,0,0
570.1,0,0
570.2,0,0
570.3,0,0
570.4,0,0
570.5,0,0
570.6,0,0
570.7,0,0
570.8,0,0
570.9,0,0
571,0,0
571.1,0,0
571.2,0,0
571.3,0,0.009568581
571.4,0,0.008602915
571.5,0,0.007919746
571.6,0,0.006834736
571.7,0,0.006011511
571.8,0,0.005365446
571.9,0,0
572,0,0
572.1,0,0
572.2,0,0
572.3,0,0
572.4,0,0
572.5,0,0
572.6,0,0
572.7,0,0
572.8,0,0
572.9,0,0
573,0,0
573.1,0,0
573.2,0,0
573.3,0,0
573.4,0,0
573.5,0,0
573.6,0,0
573.7,0,0
573.8,0,0
573.9,0,0
574,0,0
574.1,0,0
574.2,0,0
574.3,0,0
574.4,0,0
574.5,0,0
574.6,0,0
574.7,0,0
574.8,0,0
574.9,0,0
575,0,0
575.1,0,0
575.2,0,0
575.3,0,0
575.4,0,0
575.5,0,0
575.6,0,0
575.7,0,0
575.8,0,0
575.9,0,0
576,0,0
576.1,0,0
576.2,0,0
576.3,0,0
576.4,0,0
576.5,0,0
576.6,0,0
576.7,0,0
576.8,0,0
576.9,0,0
577,0,0
577.1,0,0
577.2,0,0
577.3,0,0
577.4,0,0
577.5,0,0
577.6,0,0
577.7,0,0
577.8,0,0
577.9,0,0
578,0,0
578.1,0,0
578.2,0,0
578.3,0,0
578.4,0,0
578.5,0,0
578.6,0,0
578.7,0,0
578.8,0,0
578.9,0,0
579,0,0
579.1,0,0
579.2,0,0
579.3,0,0
579.4,0,0
579.5,0,0
579.6,0,0
579.7,0,0
579.8,0,0
579.9,0,0
580,0,0
580.1,0,0
580.2,0,0
580.3,0,0
580.4,0,0
580.5,0,0
580.6,0,0
580.7,0,0
580.8,0,0
580.9,0,0
581,0,0
581.1,0,0
581.2,0,0
581.3,0,0
581.4,0,0
581.5,0,0
581.6,0,0
581.7,0,0
581.8,0,0
581.9,0,0
582,0,0
582.1,0,0
582.2,0,0
582.3,0,0
582.4,0,0
582.5,0,0
582.6,0,0
582.7,0,0
582.8,0,0
582.9,0,0
583,0,0
583.1,0,0
583.2,0,0
583.3,0,0
583.4,0,0
583.5,0,0
583.6,0,0
583.7,0,0
583.8,0,0
583.9,0,0
584,0,0
584.1,0,0
584.2,0,0
584.3,0,0
584.4,0,0
584.5,0,0
584.6,0,0
584.7,0,0
584.8,0,0
584.9,0,0
585,0,0
585.1,0,0
585.2,0,0
585.3,0,0
585.4,0,0
585.5,0,0
585.6,0,0
585.7,0,0
585.8,0,0
585.9,0,0
586,0,0
586.1,0,0
586.2,0,0
586.3,0,0
586.4,0,0
586.5,0,0
586.6,0,0
586.7,0,0
586.8,0,0
586.9,0,0
587,0,0
587.1,0,0
587.2,0,0
587.3,0,0
587.4,0,0
587.5,0,0
587.6,0,0
587.7,0,0
587.8,0,0
587.9,0,0
588,0,0
588.1,0,0
588.2,0,0
588.3,0,0
588.4,0,0
588.5,0,0
588.6,0,0
588.7,0,0
588.8,0,0
588.9,0,0
589,0,0
589.1,0.09800005,0
589.2,0.198000073,0
589.3,0.298000097,0
589.4,0.398000002,0
589.5,0.498000026,0
589.6,0.59800005,0.004864984
589.7,0.698000073,0.105003023
589.8,0.798000097,0.229916662
589.9,0.898000002,0.343937216
590,0.998000026,0.462887643
590.1,1.107800055,0.65154937
590.2,1.217800081,0.816379679
590.3,1.327800107,1.021557602
590.4,1.437800002,1.131366079
590.5,1.547800028,1.239877682
590.6,1.657800055,1.368041133
590.7,1.767800081,1.516973941
590.8,1.877800107,1.677307285
590.9,1.987800002,1.909574369
591,2.097800028,2.062834617
591.1,2.364600134,2.216672456
591.2,2.634600198,2.37017765
591.3,2.904600263,2.523400682
591.4,3.174600005,2.683563662
591.5,3.44460007,2.863484033
591.6,3.714600134,3.068043946
591.7,3.984600198,3.300937734
591.8,4.254600263,3.563743057
591.9,4.524600005,3.852905905
592,4.79460007,4.162802573
592.1,5.221400213,4.33013123
592.2,5.651400316,4.687302572
592.3,6.081400418,5.061263579
592.4,6.511400008,5.469937744
592.5,6.941400111,5.919298346
592.6,7.371400213,6.423142004
592.7,7.801400316,7.036479492
592.8,8.231400418,7.717818153
592.9,8.661400008,8.366448069
593,9.091400111,8.960702302
593.1,9.599800253,9.601198652
593.2,10.10980037,10.24491805
593.3,10.6198005,10.86320571
593.4,11.12980001,11.70585338
593.5,11.63980013,12.24269313
593.6,12.14980025,12.71436065
593.7,12.65980037,13.09793405
593.8,13.1698005,13.40184341
593.9,13.67980001,13.6831457
594,14.18980013,13.95158876
594.1,14.74880028,14.16934772
594.2,15.30880041,14.37741253
594.3,15.86880054,14.66347344
594.4,16.42880001,15.04176966
594.5,16.98880014,15.47994386
594.6,17.54880028,15.89354655
594.7,18.10880041,16.13229221
594.8,18.66880054,16.64627476
594.9,19.22880001,17.22518186
595,19.78880014,17.86276752
595.1,20.35860028,18.55055533
595.2,20.92860042,19.2171551
595.3,21.49860055,19.83566727
595.4,22.06860001,20.43439338
595.5,22.63860015,21.01813474
595.6,23.20860028,21.55489641
595.7,23.77860042,22.07552271
595.8,24.34860055,22.60950485
595.9,24.91860001,23.162785
596,25.48860015,24.02539688
596.1,25.99000025,24.62518209
596.2,26.49000037,25.23398425
596.3,26.99000049,25.84506811
596.4,27.49000001,26.43119976
596.5,27.99000013,26.93133719
596.6,28.49000025,27.3204501
596.7,28.99000037,27.60422931
596.8,29.49000049,27.93337884
596.9,29.99000001,28.26665249
597,30.49000013,28.61669598
597.1,30.92140021,28.97366752
597.2,31.35140032,29.40652551
597.3,31.78140042,29.639002
597.4,32.21140001,30.12150084
597.5,32.64140011,30.63623867
597.6,33.07140021,31.1821149
597.7,33.50140032,31.74648871
597.8,33.93140042,32.29740664
597.9,34.36140001,32.82397267
598,34.79140011,33.31820942
598.1,35.1920002,33.79230626
598.2,35.59200029,34.28227734
598.3,35.99200039,34.75117388
598.4,36.39200001,35.20096032
598.5,36.7920001,35.63202222
598.6,37.1920002,36.29680519
598.7,37.59200029,36.77527507
598.8,37.99200039,37.20675672
598.9,38.39200001,37.60722197
599,38.7920001,38.00123748
599.1,39.2018002,38.38735124
599.2,39.6118003,38.76852826
599.3,40.0218004,39.15033243
599.4,40.43180001,39.51687245
599.5,40.84180011,39.87499582
599.6,41.2518002,40.23973244
599.7,41.6618003,40.65316308
599.8,42.0718004,41.07541058
599.9,42.48180001,41.2929255
600,42.89180011,41.74091831
600.1,43.24300017,42.20693527
600.2,43.59300026,42.6879016
600.3,43.94300034,43.17386569
600.4,44.29300001,43.6369982
600.5,44.64300009,44.05902119
600.6,44.99300017,44.47303995
600.7,45.34300026,44.84724743
600.8,45.69300034,45.19333273
600.9,46.04300001,45.46686262
601,46.39300009,45.7283032
601.1,46.58620009,45.99734779
601.2,46.77620014,46.41904378
601.3,46.96620018,46.70322808
601.4,47.1562,46.95836777
601.5,47.34620005,47.19478049
601.6,47.53620009,47.39897619
601.7,47.72620014,47.5866656
601.8,47.91620018,47.74360218
601.9,48.1062,47.89244668
602,48.29620005,48.03062213
602.1,48.33920002,48.16558612
602.2,48.37920003,48.3072561
602.3,48.41920004,48.44197118
602.4,48.4592,48.5687406
602.5,48.49920001,48.62358909
602.6,48.53920002,48.72436917
602.7,48.57920003,48.80861369
602.8,48.61920004,48.87559054
602.9,48.6592,48.93129802
603,48.69920001,48.96670698
603.1,48.68039999,48.98829399
603.2,48.66039999,48.99865556
603.3,48.64039998,48.99727923
603.4,48.6204,48.99198375
603.5,48.60039999,48.9714119
603.6,48.58039999,48.9569262
603.7,48.56039999,48.93330396
603.8,48.54039998,48.89376112
603.9,48.5204,48.86383799
604,48.50039999,48.83085471
604.1,48.4902,48.78814433
604.2,48.48019999,48.75347236
604.3,48.47019999,48.70957111
604.4,48.4602,48.67045288
604.5,48.4502,48.63310632
604.6,48.4402,48.59376846
604.7,48.43019999,48.56016046
604.8,48.42019999,48.52526397
604.9,48.4102,48.49461851
605,48.4002,48.46958577
605.1,48.38039999,48.45774049
605.2,48.36039999,48.43373268
605.3,48.34039998,48.41418577
605.4,48.3204,48.40002219
605.5,48.30039999,48.3793088
605.6,48.28039999,48.36324666
605.7,48.26039999,48.34856573
605.8,48.24039998,48.32825744
605.9,48.2204,48.31457216
606,48.20039999,48.29442493
606.1,48.16079998,48.2782066
606.2,48.12079997,48.26314011
606.3,48.08079996,48.24270492
606.4,48.0408,48.21508545
606.5,48.00079999,48.19751519
606.6,47.96079998,48.17110611
606.7,47.92079997,48.15166657
606.8,47.88079996,48.1229392
606.9,47.8408,48.09076122
607,47.80079999,48.05384903
607.1,47.72159996,48.00714631
607.2,47.64159994,47.96567073
607.3,47.56159992,47.91356027
607.4,47.4816,47.85901438
607.5,47.40159998,47.80437575
607.6,47.32159996,47.77465273
607.7,47.24159994,47.69838317
607.8,47.16159992,47.61775032
607.9,47.0816,47.55397516
608,47.00159998,47.45606489
608.1,46.89219995,47.20943213
608.2,46.78219992,47.12692024
608.3,46.67219989,46.90753115
608.4,46.5622,46.73412733
608.5,46.45219997,46.55428597
608.6,46.34219995,46.3805161
608.7,46.23219992,46.20329076
608.8,46.12219989,46.03252736
608.9,46.0122,45.86667875
609,45.90219997,45.6322134
609.1,45.80199995,45.48305654
609.2,45.70199993,45.32858468
609.3,45.6019999,45.19072647
609.4,45.502,45.05630423
609.5,45.40199997,44.92131583
609.6,45.30199995,44.79145209
609.7,45.20199993,44.65199304
609.8,45.1019999,44.52193407
609.9,45.002,44.41170022
610,44.90199997,44.31997859
610.1,44.85099998,44.22921355
610.2,44.80099996,44.18600048
610.3,44.75099995,44.0842638
610.4,44.701,43.95198415
610.5,44.65099999,43.96735812
610.6,44.60099998,43.86353253
610.7,44.55099996,43.87015066
610.8,44.50099995,43.85743663
610.9,44.451,43.87651988
611,44.40099999,43.88985376
611.1,44.3902,43.92391566
611.2,44.38019999,43.92356913
611.3,44.37019999,43.93514598
611.4,44.3602,43.94418002
611.5,44.3502,43.94409217
611.6,44.3402,43.95394128
611.7,44.33019999,43.94256942
611.8,44.32019999,43.95025152
611.9,44.3102,43.94111987
612,44.3002,43.94751349
612.1,44.31960001,43.94568326
612.2,44.33960001,43.9555226
612.3,44.35960002,43.96483972
612.4,44.3796,43.97446432
612.5,44.39960001,44.00091732
612.6,44.41960001,44.02081564
612.7,44.43960001,44.05734713
612.8,44.45960002,44.07342392
612.9,44.4796,44.11334746
613,44.49960001,44.15126993
613.1,44.55880003,44.19549818
613.2,44.61880004,44.23383063
613.3,44.67880006,44.2771706
613.4,44.7388,44.31564947
613.5,44.79880002,44.37023929
613.6,44.85880003,44.41664918
613.7,44.91880004,44.4766809
613.8,44.97880006,44.55208171
613.9,45.0388,44.63414946
614,45.09880002,44.73605697
614.1,45.15880003,44.88663897
614.2,45.21880004,44.98959581
614.3,45.27880006,45.09583731
614.4,45.3388,45.1895356
614.5,45.39880002,45.28372195
614.6,45.45880003,45.3595425
614.7,45.51880004,45.44344537
614.8,45.57880006,45.51328715
614.9,45.6388,45.58140119
615,45.69880002,45.64955427
615.1,45.72940001,45.71242652
615.2,45.75940002,45.77710947
615.3,45.78940003,45.83435924
615.4,45.8194,45.86790379
615.5,45.84940001,45.92578803
615.6,45.87940001,45.98974378
615.7,45.90940002,46.03742751
615.8,45.93940003,46.08909871
615.9,45.9694,46.12451743
616,45.99940001,46.16117094
616.1,46,46.17990279
616.2,46,46.18542278
616.3,46,46.20518444
616.4,46,46.21611704
616.5,46,46.24044209
616.6,46,46.25074998
616.7,46,46.26571886
616.8,46,46.27928701
616.9,46,46.27817422
617,46,46.28872126
617.1,46,46.29390449
617.2,46,46.29076624
617.3,46,46.29075648
617.4,46,46.2827913
617.5,46,46.28372838
617.6,46,46.27441614
617.7,46,46.27223938
617.8,46,46.2670708
617.9,46,46.25911049
618,46,46.25667018
618.1,46.0098,46.2554061
618.2,46.01980001,46.2524582
618.3,46.02980001,46.24537153
618.4,46.0398,46.2476459
618.5,46.0498,46.23804082
618.6,46.0598,46.24017366
618.7,46.06980001,46.2321255
618.8,46.07980001,46.23091023
618.9,46.0898,46.22806482
619,46.0998,46.22130027
619.1,46.15880003,46.22511692
619.2,46.21880004,46.21667344
619.3,46.27880006,46.21789359
619.4,46.3388,46.2346195
619.5,46.39880002,46.24728473
619.6,46.45880003,46.27539227
619.7,46.51880004,46.31523283
619.8,46.57880006,46.36720663
619.9,46.6388,46.43979621
620,46.69880002,46.50762717
620.1,46.79800005,46.59837268
620.2,46.89800007,46.67897136
620.3,46.9980001,46.7734896
620.4,47.098,46.86477685
620.5,47.19800003,46.95625446
620.6,47.29800005,47.00210795
620.7,47.39800007,47.09815382
620.8,47.4980001,47.19934388
620.9,47.598,47.3006657
621,47.69800003,47.41213436
621.1,47.81760006,47.51528642
621.2,47.93760009,47.6289416
621.3,48.05760012,47.73829694
621.4,48.1776,47.85143477
621.5,48.29760003,47.96933609
621.6,48.41760006,48.09179103
621.7,48.53760009,48.22224533
621.8,48.65760012,48.35829282
621.9,48.7776,48.58550068
622,48.89760003,48.73619982
622.1,49.03720007,48.88193047
622.2,49.1772001,49.02752936
622.3,49.31720014,49.16837939
622.4,49.4572,49.29668621
622.5,49.59720004,49.41892641
622.6,49.73720007,49.53469977
622.7,49.8772001,49.65177139
622.8,50.01720014,49.78047842
622.9,50.1572,49.90583246
623,50.29720004,50.03694563
623.1,50.42740006,50.10198488
623.2,50.5574001,50.23882791
623.3,50.68740013,50.37408963
623.4,50.8174,50.50944407
623.5,50.94740003,50.64862981
623.6,51.07740006,50.78183678
623.7,51.2074001,50.92160331
623.8,51.33740013,51.06645058
623.9,51.4674,51.19936959
624,51.59740003,51.3443047
624.1,51.69800005,51.4873315
624.2,51.79800007,51.62373528
624.3,51.8980001,51.7704323
624.4,51.998,51.91067713
624.5,52.09800003,52.11292546
624.6,52.19800005,52.23600513
624.7,52.29800007,52.35764501
624.8,52.3980001,52.46420863
624.9,52.498,52.55787763
625,52.59800003,52.6408239
625.1,52.63920002,52.70761529
625.2,52.67920003,52.77025814
625.3,52.71920004,52.78058067
625.4,52.7592,52.93280256
625.5,52.79920001,52.93305148
625.6,52.83920002,52.98073521
625.7,52.87920003,52.99832987
625.8,52.91920004,53.03826317
625.9,52.9592,53.06271999
626,52.99920001,53.08452663
626.1,53,53.10364405
626.2,53,53.1185983
626.3,53,53.13638818
626.4,53,53.15302624
626.5,53,53.16152342
626.6,53,53.17236817
626.7,53,53.1823637
626.8,53,53.18023574
626.9,53,53.17768805
627,53,53.16492521
627.1,52.9902,53.15001002
627.2,52.98019999,53.12815456
627.3,52.97019999,53.10979364
627.4,52.9602,53.09024673
627.5,52.9502,53.06623892
627.6,52.9402,53.04778039
627.7,52.93019999,53.02724759
627.8,52.92019999,53.00278588
627.9,52.9102,52.98540109
628,52.9002,52.96357004
628.1,52.88039999,52.93963056
628.2,52.86039999,52.92103537
628.3,52.84039998,52.90750139
628.4,52.8204,52.89136604
628.5,52.80039999,52.8721022
628.6,52.78039999,52.85121311
628.7,52.76039999,52.83573664
628.8,52.74039998,52.81672172
628.9,52.7204,52.79544218
629,52.70039999,52.78040497
629.1,52.6902,52.75935482
629.2,52.68019999,52.73943698
629.3,52.67019999,52.72513186
629.4,52.6602,52.70234909
629.5,52.6502,52.68527178
629.6,52.6402,52.659341
629.7,52.63019999,52.64355217
629.8,52.62019999,52.62382467
629.9,52.6102,52.60572243
630,52.6002,52.5901337
630.1,52.64900002,52.56595507
630.2,52.69900004,52.54902906
630.3,52.74900005,52.53904817
630.4,52.799,52.53401137
630.5,52.84900001,52.54944391
630.6,52.89900002,52.57691208
630.7,52.94900004,52.61791911
630.8,52.99900005,52.68966922
630.9,53.049,52.72786501
631,53.09900001,52.81609212
631.1,53.21760006,52.85862191
631.2,53.33760009,53.05181667
631.3,53.45760012,53.10022761
631.4,53.5776,53.19600017
631.5,53.69760003,53.29730247
631.6,53.81760006,53.40835139
631.7,53.93760009,53.5130555
631.8,54.05760012,53.64184062
631.9,54.1776,53.79887481
